date,areaName,areaCode,vaccinationsAgeDemographics
2023-01-06,Northern Ireland,N92000002,"[{'age': '50+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 437977.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 270.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 64.678, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '50-59', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 109451.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 120.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 42.648, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '60-69', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 137581.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 107.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 70.31, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '70-79', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 119614.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 33.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 83.487, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '75+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 190945.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 43.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 84.921, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '80+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 71331.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 10.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 87.439, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}]"
2023-01-05,Northern Ireland,N92000002,"[{'age': '50+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 437707.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 215.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 64.638, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '50-59', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 109331.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 93.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 42.601, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '60-69', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 137474.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 74.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 70.256, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '70-79', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 119581.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 38.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 83.464, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '75+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 190902.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 48.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 84.902, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '80+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 71321.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 10.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 87.427, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}]"
2023-01-04,Northern Ireland,N92000002,"[{'age': '50+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 437492.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 190.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 64.606, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '50-59', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 109238.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 64.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 42.565, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '60-69', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 137400.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 84.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 70.218, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '70-79', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 119543.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 26.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 83.437, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '75+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 190854.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 42.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 84.88, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '80+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 71311.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 16.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 87.414, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}]"
2023-01-03,Northern Ireland,N92000002,"[{'age': '50+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 437302.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 147.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 64.578, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '50-59', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 109174.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 55.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 42.54, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '60-69', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 137316.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 53.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 70.175, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '70-79', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 119517.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 28.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 83.419, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '75+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 190812.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 39.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 84.862, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '80+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 71295.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 11.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 87.395, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}]"
2023-01-02,Northern Ireland,N92000002,"[{'age': '50+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 437155.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 3.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 64.557, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '50-59', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 109119.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 2.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 42.519, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '60-69', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 137263.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 1.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 70.148, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '70-79', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 119489.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 83.4, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '75+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 190773.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 84.844, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '80+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 71284.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 87.381, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}]"
2023-01-01,Northern Ireland,N92000002,"[{'age': '50+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 437152.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 1.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 64.556, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '50-59', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 109117.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 42.518, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '60-69', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 137262.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 70.147, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '70-79', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 119489.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 1.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 83.4, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '75+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 190773.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 1.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 84.844, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '80+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 71284.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 87.381, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}]"
2022-12-31,Northern Ireland,N92000002,"[{'age': '50+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 437151.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 28.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 64.556, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '50-59', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 109117.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 12.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 42.518, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '60-69', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 137262.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 9.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 70.147, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '70-79', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 119488.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 7.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 83.399, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '75+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 190772.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 7.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 84.844, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '80+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 71284.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 0.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 87.381, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}]"
2022-12-30,Northern Ireland,N92000002,"[{'age': '50+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 437123.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 101.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 64.552, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '50-59', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 109105.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 44.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 42.513, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '60-69', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 137253.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 33.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 70.143, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '70-79', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 119481.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 14.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 83.394, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '75+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 190765.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 24.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 84.841, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '80+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 71284.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 10.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 87.381, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}]"
2022-12-29,Northern Ireland,N92000002,"[{'age': '50+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 437022.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 126.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 64.537, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '50-59', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 109061.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 52.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 42.496, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '60-69', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 137220.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 38.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 70.126, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '70-79', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 119467.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 26.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 83.384, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '75+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 190741.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 36.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 84.83, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '80+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 71274.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 10.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 87.369, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}]"
2022-12-28,Northern Ireland,N92000002,"[{'age': '50+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 436896.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 101.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 64.518, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '50-59', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 109009.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 52.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 42.476, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '60-69', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 137182.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 40.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 70.106, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '70-79', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 119441.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 7.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 83.366, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '75+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 190705.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 9.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 84.814, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}, {'age': '80+', 'cumPeopleVaccinatedAutumn22ByVaccinationDate': 71264.0, 'cumPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'newPeopleVaccinatedAutumn22ByVaccinationDate': 2.0, 'newPeopleVaccinatedSpring23ByVaccinationDate': 0.0, 'cumVaccinationAutumn22UptakeByVaccinationDatePercentage': 87.357, 'cumVaccinationSpring23UptakeByVaccinationDatePercentage': 0.0}]"
